filename,ch1,ch2,ch3,ch4
406911.ome.tiff,0,0,0,0
406913.ome.tiff,0,0,0,0
406914.ome.tiff,0,0,0,0
406915.ome.tiff,0,0,0,0
406916.ome.tiff,0,0,0,0
406917.ome.tiff,0,0,0,0
406919.ome.tiff,0,0,0,0
406920.ome.tiff,0,0,0,0
406921.ome.tiff,0,0,0,0
406922.ome.tiff,0,0,0,0
406923.ome.tiff,0,0,0,0
406924.ome.tiff,0,0,0,0
407398.ome.tiff,0,0,0,0
407400.ome.tiff,0,0,0,0
407402.ome.tiff,0,0,0,0
407403.ome.tiff,0,0,0,0
407404.ome.tiff,0,0,0,0
407406.ome.tiff,0,0,0,0
407408.ome.tiff,0,0,0,0
407410.ome.tiff,0,0,0,0
407411.ome.tiff,0,0,0,0
407413.ome.tiff,0,0,0,0
407415.ome.tiff,0,0,0,0
407417.ome.tiff,0,0,0,0
407419.ome.tiff,0,0,0,0
407745.ome.tiff,405.00000000000006,561.0,488.00000000000006,0
407785.ome.tiff,0,0,0,0
409037.ome.tiff,0,0,0,0
409038.ome.tiff,0,0,0,0
409039.ome.tiff,0,0,0,0
409040.ome.tiff,0,0,0,0
409041.ome.tiff,0,0,0,0
409042.ome.tiff,0,0,0,0
409043.ome.tiff,0,0,0,0
409044.ome.tiff,0,0,0,0
409045.ome.tiff,0,0,0,0
409046.ome.tiff,0,0,0,0
409047.ome.tiff,0,0,0,0
409048.ome.tiff,0,0,0,0
409356.ome.tiff,0,0,0,0
409431.ome.tiff,0,0,0,0
409432.ome.tiff,0,0,0,0
409433.ome.tiff,0,0,0,0
409434.ome.tiff,0,0,0,0
409435.ome.tiff,0,0,0,0
409436.ome.tiff,0,0,0,0
409437.ome.tiff,0,0,0,0
409439.ome.tiff,0,0,0,0
409440.ome.tiff,0,0,0,0
409442.ome.tiff,0,0,0,0
409443.ome.tiff,0,0,0,0
409444.ome.tiff,0,0,0,0
409637.ome.tiff,0,0,0,0
409638.ome.tiff,0,0,0,0
409640.ome.tiff,0,0,0,0
409641.ome.tiff,0,0,0,0
409642.ome.tiff,0,0,0,0
409643.ome.tiff,0,0,0,0
409644.ome.tiff,0,0,0,0
409645.ome.tiff,0,0,0,0
409648.ome.tiff,0,0,0,0
409649.ome.tiff,0,0,0,0
409650.ome.tiff,0,0,0,0
409653.ome.tiff,0,0,0,0
409654.ome.tiff,0,0,0,0
409655.ome.tiff,0,0,0,0
409656.ome.tiff,0,0,0,0
409657.ome.tiff,0,0,0,0
409658.ome.tiff,0,0,0,0
409659.ome.tiff,0,0,0,0
409660.ome.tiff,0,0,0,0
409661.ome.tiff,0,0,0,0
409662.ome.tiff,0,0,0,0
409663.ome.tiff,0,0,0,0
409664.ome.tiff,0,0,0,0
409955.ome.tiff,0,0,0,0
409956.ome.tiff,0,0,0,0
409957.ome.tiff,0,0,0,0
409958.ome.tiff,0,0,0,0
409960.ome.tiff,0,0,0,0
410687.ome.tiff,0,0,0,0
414151.ome.tiff,0,0,0,0
414153.ome.tiff,0,0,0,0
414154.ome.tiff,0,0,0,0
414155.ome.tiff,0,0,0,0
414156.ome.tiff,0,0,0,0
414157.ome.tiff,0,0,0,0
414158.ome.tiff,0,0,0,0
414159.ome.tiff,0,0,0,0
414160.ome.tiff,0,0,0,0
414161.ome.tiff,0,0,0,0
414162.ome.tiff,0,0,0,0
414163.ome.tiff,0,0,0,0
414312.ome.tiff,0,0,0,0
414314.ome.tiff,0,0,0,0
414573.ome.tiff,0,0,0,0
414574.ome.tiff,0,0,0,0
414575.ome.tiff,0,0,0,0
414576.ome.tiff,0,0,0,0
414578.ome.tiff,0,0,0,0
414579.ome.tiff,0,0,0,0
414580.ome.tiff,0,0,0,0
414581.ome.tiff,0,0,0,0
414582.ome.tiff,0,0,0,0
414583.ome.tiff,0,0,0,0
414584.ome.tiff,0,0,0,0
414601.ome.tiff,0,0,0,0
414602.ome.tiff,0,0,0,0
414603.ome.tiff,0,0,0,0
414604.ome.tiff,0,0,0,0
414605.ome.tiff,0,0,0,0
414606.ome.tiff,0,0,0,0
414607.ome.tiff,0,0,0,0
414608.ome.tiff,0,0,0,0
414609.ome.tiff,0,0,0,0
414610.ome.tiff,0,0,0,0
414799.ome.tiff,0,0,0,0
414810.ome.tiff,0,0,0,0
414815.ome.tiff,0,0,0,0
414816.ome.tiff,0,0,0,0
414817.ome.tiff,0,0,0,0
415118.ome.tiff,0,0,0,0
415119.ome.tiff,0,0,0,0
415122.ome.tiff,0,0,0,0
415125.ome.tiff,0,0,0,0
415126.ome.tiff,0,0,0,0
415128.ome.tiff,0,0,0,0
415143.ome.tiff,0,0,0,0
415723.ome.tiff,0,0,0,0
415725.ome.tiff,0,0,0,0
415726.ome.tiff,0,0,0,0
415727.ome.tiff,0,0,0,0
415728.ome.tiff,0,0,0,0
415729.ome.tiff,0,0,0,0
415730.ome.tiff,0,0,0,0
415731.ome.tiff,0,0,0,0
415732.ome.tiff,0,0,0,0
415733.ome.tiff,0,0,0,0
415734.ome.tiff,0,0,0,0
415904.ome.tiff,0,0,0,0
415969.ome.tiff,0,0,0,0
415970.ome.tiff,0,0,0,0
415971.ome.tiff,0,0,0,0
415972.ome.tiff,0,0,0,0
415974.ome.tiff,0,0,0,0
415975.ome.tiff,0,0,0,0
415976.ome.tiff,0,0,0,0
415977.ome.tiff,0,0,0,0
415978.ome.tiff,0,0,0,0
415979.ome.tiff,0,0,0,0
421307.ome.tiff,0,0,0,0
421315.ome.tiff,0,0,0,0
421533.ome.tiff,0,0,0,0
421534.ome.tiff,0,0,0,0
421535.ome.tiff,0,0,0,0
421537.ome.tiff,0,0,0,0
421538.ome.tiff,0,0,0,0
421541.ome.tiff,0,0,0,0
421542.ome.tiff,0,0,0,0
421543.ome.tiff,0,0,0,0
421545.ome.tiff,0,0,0,0
421546.ome.tiff,0,0,0,0
421547.ome.tiff,0,0,0,0
421548.ome.tiff,0,0,0,0
421551.ome.tiff,0,0,0,0
421552.ome.tiff,0,0,0,0
421553.ome.tiff,0,0,0,0
421554.ome.tiff,0,0,0,0
421935.ome.tiff,0,0,0,0
421936.ome.tiff,0,0,0,0
421942.ome.tiff,0,0,0,0
421946.ome.tiff,0,0,0,0
421954.ome.tiff,0,0,0,0
421957.ome.tiff,0,0,0,0
430856.ome.tiff,0,0,0,0
430857.ome.tiff,0,0,0,0
430858.ome.tiff,0,0,0,0
430859.ome.tiff,0,0,0,0
430861.ome.tiff,0,0,0,0
430862.ome.tiff,0,0,0,0
430863.ome.tiff,0,0,0,0
430864.ome.tiff,0,0,0,0
433640.ome.tiff,0,0,0,0
433641.ome.tiff,0,0,0,0
433642.ome.tiff,0,0,0,0
433643.ome.tiff,0,0,0,0
433645.ome.tiff,0,0,0,0
433646.ome.tiff,0,0,0,0
433647.ome.tiff,0,0,0,0
433649.ome.tiff,0,0,0,0
433650.ome.tiff,0,0,0,0
433652.ome.tiff,0,0,0,0
434203.ome.tiff,0,0,0,0
434205.ome.tiff,0,0,0,0
434206.ome.tiff,0,0,0,0
434207.ome.tiff,0,0,0,0
434208.ome.tiff,0,0,0,0
434209.ome.tiff,0,0,0,0
434210.ome.tiff,0,0,0,0
434211.ome.tiff,0,0,0,0
434212.ome.tiff,0,0,0,0
434213.ome.tiff,0,0,0,0
434215.ome.tiff,0,0,0,0
434216.ome.tiff,0,0,0,0
434217.ome.tiff,0,0,0,0
434218.ome.tiff,0,0,0,0
434219.ome.tiff,0,0,0,0
434220.ome.tiff,0,0,0,0
434222.ome.tiff,0,0,0,0
434223.ome.tiff,0,0,0,0
434224.ome.tiff,0,0,0,0
434225.ome.tiff,0,0,0,0
434226.ome.tiff,0,0,0,0
434228.ome.tiff,0,0,0,0
434229.ome.tiff,0,0,0,0
434231.ome.tiff,0,0,0,0
434232.ome.tiff,0,0,0,0
434233.ome.tiff,0,0,0,0
434234.ome.tiff,0,0,0,0
434237.ome.tiff,0,0,0,0
434238.ome.tiff,0,0,0,0
434239.ome.tiff,0,0,0,0
434241.ome.tiff,0,0,0,0
491483.ome.tiff,0,0,0,0
504771.ome.tiff,0,0,0,0
504772.ome.tiff,0,0,0,0
504773.ome.tiff,0,0,0,0
504776.ome.tiff,0,0,0,0
504777.ome.tiff,0,0,0,0
504862.ome.tiff,0,0,0,0
504864.ome.tiff,0,0,0,0
504866.ome.tiff,0,0,0,0
504895.ome.tiff,0,0,0,0
504911.ome.tiff,0,0,0,0
504912.ome.tiff,0,0,0,0
504924.ome.tiff,0,0,0,0
504925.ome.tiff,0,0,0,0
504926.ome.tiff,0,0,0,0
504927.ome.tiff,0,0,0,0
504928.ome.tiff,0,0,0,0
504929.ome.tiff,0,0,0,0
504931.ome.tiff,0,0,0,0
504932.ome.tiff,0,0,0,0
504934.ome.tiff,0,0,0,0
504935.ome.tiff,0,0,0,0
504936.ome.tiff,0,0,0,0
504938.ome.tiff,0,0,0,0
504948.ome.tiff,0,0,0,0
504949.ome.tiff,0,0,0,0
504950.ome.tiff,0,0,0,0
504952.ome.tiff,0,0,0,0
504953.ome.tiff,0,0,0,0
505406.ome.tiff,0,0,0,0
505407.ome.tiff,0,0,0,0
505408.ome.tiff,0,0,0,0
505409.ome.tiff,0,0,0,0
505410.ome.tiff,0,0,0,0
505412.ome.tiff,0,0,0,0
505413.ome.tiff,0,0,0,0
505416.ome.tiff,0,0,0,0
505417.ome.tiff,0,0,0,0
505418.ome.tiff,0,0,0,0
505421.ome.tiff,0,0,0,0
505422.ome.tiff,0,0,0,0
505423.ome.tiff,0,0,0,0
506626.ome.tiff,0,0,0,0
506894.ome.tiff,0,0,0,0
506920.ome.tiff,0,0,0,0
506926.ome.tiff,0,0,0,0
507089.ome.tiff,0,0,0,0
507091.ome.tiff,0,0,0,0
507094.ome.tiff,0,0,0,0
507095.ome.tiff,0,0,0,0
508808.ome.tiff,0,0,0,0
508811.ome.tiff,0,0,0,0
508816.ome.tiff,0,0,0,0
508817.ome.tiff,0,0,0,0
508818.ome.tiff,0,0,0,0
515891.ome.tiff,0,0,0,0
515893.ome.tiff,0,0,0,0
515894.ome.tiff,0,0,0,0
515896.ome.tiff,0,0,0,0
515899.ome.tiff,0,0,0,0
515903.ome.tiff,0,0,0,0
515907.ome.tiff,0,0,0,0
515909.ome.tiff,0,0,0,0
515911.ome.tiff,0,0,0,0
515914.ome.tiff,0,0,0,0
515916.ome.tiff,0,0,0,0
515917.ome.tiff,0,0,0,0
515919.ome.tiff,0,0,0,0
515920.ome.tiff,0,0,0,0
515923.ome.tiff,0,0,0,0
515925.ome.tiff,0,0,0,0
515927.ome.tiff,0,0,0,0
520301.ome.tiff,0,0,0,0
520302.ome.tiff,0,0,0,0
520303.ome.tiff,0,0,0,0
520304.ome.tiff,0,0,0,0
520305.ome.tiff,0,0,0,0
520306.ome.tiff,0,0,0,0
520308.ome.tiff,0,0,0,0
520309.ome.tiff,0,0,0,0
520310.ome.tiff,0,0,0,0
520311.ome.tiff,0,0,0,0
520312.ome.tiff,0,0,0,0
520314.ome.tiff,0,0,0,0
520315.ome.tiff,0,0,0,0
520316.ome.tiff,0,0,0,0
520317.ome.tiff,0,0,0,0
520319.ome.tiff,0,0,0,0
520320.ome.tiff,0,0,0,0
520551.ome.tiff,0,0,0,0
520552.ome.tiff,0,0,0,0
520553.ome.tiff,0,0,0,0
520554.ome.tiff,0,0,0,0
520555.ome.tiff,0,0,0,0
521123.ome.tiff,0,0,0,0
521124.ome.tiff,0,0,0,0
521125.ome.tiff,0,0,0,0
521126.ome.tiff,0,0,0,0
521127.ome.tiff,0,0,0,0
521128.ome.tiff,0,0,0,0
521129.ome.tiff,0,0,0,0
521130.ome.tiff,0,0,0,0
521131.ome.tiff,0,0,0,0
521133.ome.tiff,0,0,0,0
521134.ome.tiff,0,0,0,0
521135.ome.tiff,0,0,0,0
521137.ome.tiff,0,0,0,0
521138.ome.tiff,0,0,0,0
521139.ome.tiff,0,0,0,0
521140.ome.tiff,0,0,0,0
521141.ome.tiff,0,0,0,0
522449.ome.tiff,0,0,0,0
522450.ome.tiff,0,0,0,0
522452.ome.tiff,0,0,0,0
522453.ome.tiff,0,0,0,0
522454.ome.tiff,0,0,0,0
522455.ome.tiff,0,0,0,0
522456.ome.tiff,0,0,0,0
522830.ome.tiff,0,0,0,0
522832.ome.tiff,0,0,0,0
522833.ome.tiff,0,0,0,0
522836.ome.tiff,0,0,0,0
522837.ome.tiff,0,0,0,0
522838.ome.tiff,0,0,0,0
522840.ome.tiff,0,0,0,0
522841.ome.tiff,0,0,0,0
522846.ome.tiff,0,0,0,0
522848.ome.tiff,0,0,0,0
523700.ome.tiff,0,0,0,0
523701.ome.tiff,0,0,0,0
523702.ome.tiff,0,0,0,0
523703.ome.tiff,0,0,0,0
523704.ome.tiff,0,0,0,0
523705.ome.tiff,0,0,0,0
523706.ome.tiff,0,0,0,0
523708.ome.tiff,0,0,0,0
523709.ome.tiff,0,0,0,0
523713.ome.tiff,0,0,0,0
523717.ome.tiff,0,0,0,0
523718.ome.tiff,0,0,0,0
523720.ome.tiff,0,0,0,0
523721.ome.tiff,0,0,0,0
523723.ome.tiff,0,0,0,0
523725.ome.tiff,0,0,0,0
525252.ome.tiff,0,0,0,0
525253.ome.tiff,0,0,0,0
525254.ome.tiff,0,0,0,0
525256.ome.tiff,0,0,0,0
525257.ome.tiff,0,0,0,0
525258.ome.tiff,0,0,0,0
525259.ome.tiff,0,0,0,0
525271.ome.tiff,0,0,0,0
525272.ome.tiff,0,0,0,0
525273.ome.tiff,0,0,0,0
525274.ome.tiff,0,0,0,0
525275.ome.tiff,0,0,0,0
525276.ome.tiff,0,0,0,0
525277.ome.tiff,0,0,0,0
525278.ome.tiff,0,0,0,0
525279.ome.tiff,0,0,0,0
525280.ome.tiff,0,0,0,0
525281.ome.tiff,0,0,0,0
525288.ome.tiff,0,0,0,0
525289.ome.tiff,0,0,0,0
525290.ome.tiff,0,0,0,0
525291.ome.tiff,0,0,0,0
525292.ome.tiff,0,0,0,0
525293.ome.tiff,0,0,0,0
525294.ome.tiff,0,0,0,0
525295.ome.tiff,0,0,0,0
525296.ome.tiff,0,0,0,0
525297.ome.tiff,0,0,0,0
525299.ome.tiff,0,0,0,0
525316.ome.tiff,405.0,640.0,488.0,561.0
525317.ome.tiff,0,0,0,0
525320.ome.tiff,405.0,640.0,488.0,561.0
525321.ome.tiff,405.0,640.0,488.0,561.0
525322.ome.tiff,405.0,640.0,488.0,561.0
525552.ome.tiff,405.0,640.0,488.0,561.0
525553.ome.tiff,405.0,640.0,488.0,561.0
525554.ome.tiff,405.0,640.0,488.0,561.0
525556.ome.tiff,405.0,640.0,488.0,561.0
525557.ome.tiff,405.0,640.0,488.0,561.0
525558.ome.tiff,405.0,640.0,488.0,561.0
530031.ome.tiff,0,0,0,0
530033.ome.tiff,0,0,0,0
530035.ome.tiff,0,0,0,0
530037.ome.tiff,0,0,0,0
530040.ome.tiff,0,0,0,0
530041.ome.tiff,0,0,0,0
530052.ome.tiff,0,0,0,0
530054.ome.tiff,0,0,0,0
530055.ome.tiff,0,0,0,0
530056.ome.tiff,0,0,0,0
530057.ome.tiff,0,0,0,0
530058.ome.tiff,0,0,0,0
530059.ome.tiff,0,0,0,0
540320.ome.tiff,0,0,0,0
579642.ome.tiff,0,0,0,0
579643.ome.tiff,0,0,0,0
579644.ome.tiff,0,0,0,0
579645.ome.tiff,0,0,0,0
579646.ome.tiff,0,0,0,0
579647.ome.tiff,0,0,0,0
579648.ome.tiff,0,0,0,0
579650.ome.tiff,0,0,0,0
579651.ome.tiff,0,0,0,0
579652.ome.tiff,0,0,0,0
579653.ome.tiff,0,0,0,0
579655.ome.tiff,0,0,0,0
579656.ome.tiff,0,0,0,0
579658.ome.tiff,0,0,0,0
579659.ome.tiff,0,0,0,0
579661.ome.tiff,0,0,0,0
579662.ome.tiff,0,0,0,0
579664.ome.tiff,0,0,0,0
584882.ome.tiff,0,0,0,0
584982.ome.tiff,0,0,0,0
584983.ome.tiff,0,0,0,0
598888.ome.tiff,0,0,0,0
598889.ome.tiff,0,0,0,0
598890.ome.tiff,0,0,0,0
598891.ome.tiff,0,0,0,0
